Date,Timestamp,Class,Lab,Anki,Volunteering,Research,Other,Self-Study,Dow,Month,Year,Day,Sum,Term,yearLabel,MS2Block,MS3Rotation,MS4Rotation
2022-03-20,3/20/2022 22:07:40,65.0,0.0,52.0,0.0,25.0,0.0,85.0,6,3,2022,20,227.0,Spring,MS2,HHD5,,
2022-03-21,3/21/2022 23:02:40,0.0,0.0,113.0,0.0,160.0,90.0,251.0,0,3,2022,21,614.0,Spring,MS2,HHD5,,
2022-03-22,3/22/2022 22:13:49,200.0,0.0,132.0,0.0,120.0,0.0,156.0,1,3,2022,22,608.0,Spring,MS2,HHD5,,
2022-03-23,3/23/2022 23:43:33,240.0,0.0,167.0,0.0,182.0,80.0,139.0,2,3,2022,23,808.0,Spring,MS2,HHD5,,
2022-03-24,3/24/2022 22:22:34,0.0,0.0,133.0,0.0,180.0,55.0,177.0,3,3,2022,24,545.0,Spring,MS2,HHD5,,
2022-03-25,3/25/2022 17:57:18,0.0,0.0,128.0,0.0,94.0,0.0,236.0,4,3,2022,25,458.0,Spring,MS2,HHD5,,
2022-03-26,3/27/2022 20:38:40,0.0,0.0,0.0,0.0,0.0,0.0,508.0,5,3,2022,26,508.0,Spring,MS2,HHD5,,
2022-03-27,3/27/2022 20:39:10,46.0,0.0,0.0,0.0,0.0,0.0,227.0,6,3,2022,27,273.0,Spring,MS2,HHD5,,
2022-03-28,3/28/2022 22:15:19,0.0,0.0,130.0,0.0,20.0,0.0,161.0,0,3,2022,28,311.0,Spring,MS2,HHD5,,
2022-03-29,3/29/2022 22:15:21,80.0,0.0,102.0,0.0,116.0,25.0,208.0,1,3,2022,29,531.0,Spring,MS2,HHD5,,
2022-03-30,3/30/2022 22:52:22,0.0,0.0,50.0,0.0,288.0,60.0,210.0,2,3,2022,30,608.0,Spring,MS2,HHD5,,
2022-03-31,3/31/2022 22:21:31,0.0,0.0,50.0,20.0,239.0,0.0,192.0,3,3,2022,31,501.0,Spring,MS2,HHD5,,
2022-04-01,4/1/2022 20:41:26,56.0,0.0,0.0,0.0,226.0,0.0,62.0,4,4,2022,1,344.0,Spring,MS2,HHD5,,
2022-04-02,4/1/2022 20:41:57,0.0,0.0,0.0,0.0,0.0,480.0,0.0,5,4,2022,2,480.0,Spring,MS2,HHD5,,
2022-04-03,4/4/2022 21:32:04,0.0,0.0,0.0,0.0,83.0,0.0,56.0,6,4,2022,3,139.0,Spring,MS2,HHD5,,
2022-04-04,4/4/2022 21:32:55,0.0,0.0,42.0,0.0,185.0,30.0,121.0,0,4,2022,4,378.0,Spring,MS2,HHD5,,
2022-04-05,4/5/2022 22:16:04,0.0,0.0,46.0,0.0,266.0,0.0,253.0,1,4,2022,5,565.0,Spring,MS2,HHD5,,
2022-04-06,4/6/2022 22:33:35,0.0,0.0,46.0,0.0,206.0,150.0,192.0,2,4,2022,6,594.0,Spring,MS2,HHD5,,
2022-04-07,4/9/2022 9:58:15,0.0,0.0,48.0,0.0,174.0,0.0,269.0,3,4,2022,7,491.0,Spring,MS2,HHD5,,
2022-04-08,4/9/2022 9:58:39,0.0,0.0,38.0,0.0,56.0,0.0,68.0,4,4,2022,8,162.0,Spring,MS2,HHD5,,
2022-04-09,4/10/2022 20:59:04,0.0,0.0,0.0,0.0,106.0,0.0,0.0,5,4,2022,9,106.0,Spring,MS2,HHD5,,
2022-04-10,4/11/2022 23:18:44,0.0,0.0,0.0,0.0,106.0,0.0,0.0,6,4,2022,10,106.0,Spring,MS2,HHD5,,
2022-04-11,4/11/2022 23:19:21,0.0,0.0,53.0,0.0,91.0,50.0,191.0,0,4,2022,11,385.0,Spring,MS2,HHD5,,
2022-04-12,4/13/2022 9:32:05,0.0,0.0,40.0,0.0,106.0,0.0,118.0,1,4,2022,12,264.0,Spring,MS2,HHD5,,
2022-04-13,4/13/2022 20:55:03,52.0,0.0,0.0,0.0,360.0,60.0,0.0,2,4,2022,13,472.0,Spring,MS2,HHD5,,
2022-04-14,4/14/2022 21:25:55,0.0,0.0,0.0,0.0,518.0,0.0,0.0,3,4,2022,14,518.0,Spring,MS3,,Break,
2022-04-15,4/18/2022 21:31:02,0.0,0.0,0.0,0.0,325.0,27.0,0.0,4,4,2022,15,352.0,Break,MS3,,Break,
2022-04-16,4/18/2022 21:31:27,0.0,0.0,0.0,0.0,103.0,0.0,0.0,5,4,2022,16,103.0,Break,MS3,,Break,
2022-04-17,4/18/2022 21:31:38,0.0,0.0,0.0,0.0,190.0,0.0,0.0,6,4,2022,17,190.0,Break,MS3,,Break,
2022-04-18,4/18/2022 21:32:13,0.0,0.0,38.0,0.0,335.0,0.0,20.0,0,4,2022,18,393.0,Break,MS3,,Break,
2022-04-19,4/19/2022 21:23:41,0.0,0.0,35.0,0.0,411.0,22.0,0.0,1,4,2022,19,468.0,Break,MS3,,Break,
2022-04-20,4/20/2022 21:39:03,0.0,0.0,48.0,0.0,275.0,132.0,27.0,2,4,2022,20,482.0,Break,MS3,,Break,
2022-04-21,4/21/2022 21:23:57,0.0,0.0,53.0,0.0,416.0,0.0,58.0,3,4,2022,21,527.0,Break,MS3,,Break,
2022-04-22,4/25/2022 12:06:55,0.0,0.0,42.0,0.0,0.0,78.0,35.0,4,4,2022,22,155.0,Break,MS3,,Break,
2022-04-23,4/25/2022 12:07:14,0.0,0.0,53.0,0.0,0.0,60.0,10.0,5,4,2022,23,123.0,Break,MS3,,Break,
2022-04-24,4/25/2022 12:07:33,0.0,0.0,50.0,0.0,32.0,0.0,22.0,6,4,2022,24,104.0,Break,MS3,,Break,
2022-04-25,4/25/2022 22:15:25,0.0,0.0,47.0,0.0,406.0,0.0,60.0,0,4,2022,25,513.0,Break,MS3,,Break,
2022-04-26,4/26/2022 20:47:17,0.0,0.0,47.0,0.0,470.0,0.0,9.0,1,4,2022,26,526.0,Break,MS3,,Break,
2022-04-27,5/1/2022 21:38:19,0.0,0.0,40.0,0.0,541.0,0.0,0.0,2,4,2022,27,581.0,Break,MS3,,Break,
2022-04-28,5/1/2022 21:39:09,0.0,0.0,19.0,0.0,410.0,0.0,0.0,3,4,2022,28,429.0,Break,MS3,,Break,
2022-04-29,5/1/2022 21:39:49,0.0,0.0,53.0,0.0,269.0,0.0,0.0,4,4,2022,29,322.0,Break,MS3,,Break,
2022-04-30,5/1/2022 21:40:20,0.0,0.0,0.0,0.0,273.0,70.0,0.0,5,4,2022,30,343.0,Break,MS3,,Break,
2022-05-01,5/1/2022 21:40:52,0.0,0.0,0.0,0.0,327.0,20.0,0.0,6,5,2022,1,347.0,Break,MS3,,Break,
2022-05-02,5/2/2022 21:01:02,366.0,0.0,58.0,0.0,29.0,0.0,132.0,0,5,2022,2,585.0,Break,MS3,,IM,
2022-05-03,5/3/2022 21:25:50,615.0,0.0,59.0,0.0,0.0,0.0,94.0,1,5,2022,3,768.0,Break,MS3,,IM,
2022-05-04,5/4/2022 21:56:05,600.0,0.0,48.0,0.0,0.0,0.0,163.0,2,5,2022,4,811.0,Break,MS3,,IM,
2022-05-05,5/5/2022 21:31:57,780.0,0.0,36.0,0.0,0.0,0.0,37.0,3,5,2022,5,853.0,Break,MS3,,IM,
2022-05-06,5/7/2022 11:23:09,510.0,0.0,51.0,0.0,0.0,0.0,40.0,4,5,2022,6,601.0,Break,MS3,,IM,
2022-05-07,5/7/2022 20:35:06,0.0,0.0,24.0,0.0,182.0,0.0,75.0,5,5,2022,7,281.0,Break,MS3,,IM,
2022-05-08,5/8/2022 20:38:39,639.0,0.0,64.0,0.0,0.0,0.0,19.0,6,5,2022,8,722.0,Break,MS3,,IM,
2022-05-09,5/9/2022 20:29:53,480.0,0.0,77.0,0.0,15.0,10.0,83.0,0,5,2022,9,665.0,Break,MS3,,IM,
2022-05-10,5/10/2022 21:58:38,675.0,0.0,81.0,0.0,0.0,0.0,11.0,1,5,2022,10,767.0,Break,MS3,,IM,
2022-05-11,5/11/2022 21:41:10,570.0,0.0,96.0,0.0,0.0,0.0,97.0,2,5,2022,11,763.0,Break,MS3,,IM,
2022-05-12,5/12/2022 21:52:55,585.0,0.0,60.0,0.0,0.0,0.0,79.0,3,5,2022,12,724.0,Break,MS3,,IM,
2022-05-13,5/13/2022 21:17:06,610.0,0.0,60.0,0.0,0.0,0.0,40.0,4,5,2022,13,710.0,Break,MS3,,IM,
2022-05-14,5/14/2022 18:57:16,0.0,0.0,42.0,0.0,75.0,0.0,212.0,5,5,2022,14,329.0,Break,MS3,,IM,
2022-05-15,5/15/2022 17:59:16,0.0,0.0,39.0,0.0,32.0,0.0,180.0,6,5,2022,15,251.0,Break,MS3,,IM,
2022-05-16,5/16/2022 21:03:07,450.0,0.0,71.0,0.0,0.0,0.0,159.0,0,5,2022,16,680.0,Break,MS3,,IM,
2022-05-17,5/17/2022 21:22:14,550.0,0.0,78.0,0.0,0.0,0.0,50.0,1,5,2022,17,678.0,Break,MS3,,IM,
2022-05-18,5/18/2022 21:33:38,750.0,0.0,0.0,0.0,0.0,0.0,75.0,2,5,2022,18,825.0,Break,MS3,,IM,
2022-05-19,5/20/2022 17:21:49,440.0,0.0,80.0,0.0,0.0,0.0,20.0,3,5,2022,19,540.0,Break,MS3,,IM,
2022-05-20,5/20/2022 21:56:22,600.0,0.0,16.0,0.0,0.0,0.0,105.0,4,5,2022,20,721.0,Break,MS3,,IM,
2022-05-21,5/22/2022 15:49:58,330.0,0.0,70.0,0.0,0.0,0.0,103.0,5,5,2022,21,503.0,Break,MS3,,IM,
2022-05-22,5/22/2022 21:32:35,0.0,0.0,37.0,0.0,52.0,0.0,308.0,6,5,2022,22,397.0,Break,MS3,,IM,
2022-05-23,5/23/2022 21:47:51,675.0,0.0,0.0,0.0,0.0,0.0,67.0,0,5,2022,23,742.0,Break,MS3,,IM,
2022-05-24,5/26/2022 21:29:25,375.0,0.0,0.0,0.0,0.0,0.0,95.0,1,5,2022,24,470.0,Break,MS3,,IM,
2022-05-25,5/26/2022 21:29:49,705.0,0.0,0.0,0.0,0.0,0.0,97.0,2,5,2022,25,802.0,Break,MS3,,IM,
2022-05-26,5/26/2022 21:30:22,450.0,0.0,46.0,0.0,0.0,0.0,134.0,3,5,2022,26,630.0,Break,MS3,,IM,
2022-05-27,5/30/2022 20:25:08,450.0,0.0,0.0,0.0,0.0,0.0,120.0,4,5,2022,27,570.0,Break,MS3,,IM,
2022-05-28,5/30/2022 20:25:15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,2022,28,0.0,Break,MS3,,IM,
2022-05-29,5/30/2022 20:25:28,0.0,0.0,0.0,0.0,0.0,0.0,60.0,6,5,2022,29,60.0,Break,MS3,,IM,
2022-05-30,5/30/2022 20:40:44,0.0,0.0,28.0,0.0,30.0,0.0,215.0,0,5,2022,30,273.0,Break,MS3,,IM,
2022-05-31,5/31/2022 21:36:15,585.0,0.0,28.0,0.0,15.0,0.0,96.0,1,5,2022,31,724.0,Break,MS3,,IM,
2022-06-01,6/1/2022 21:41:52,675.0,0.0,0.0,0.0,0.0,0.0,142.0,2,6,2022,1,817.0,Break,MS3,,IM,
2022-06-02,6/2/2022 22:30:14,615.0,0.0,0.0,0.0,0.0,0.0,60.0,3,6,2022,2,675.0,Break,MS3,,IM,
2022-06-03,6/5/2022 21:22:47,0.0,0.0,30.0,0.0,0.0,0.0,65.0,4,6,2022,3,95.0,Break,MS3,,IM,
2022-06-04,6/5/2022 21:23:25,0.0,0.0,60.0,0.0,92.0,0.0,267.0,5,6,2022,4,419.0,Break,MS3,,IM,
2022-06-05,6/5/2022 21:24:08,360.0,0.0,67.0,0.0,15.0,0.0,143.0,6,6,2022,5,585.0,Break,MS3,,IM,
2022-06-06,6/6/2022 21:56:58,600.0,0.0,51.0,0.0,0.0,0.0,75.0,0,6,2022,6,726.0,Break,MS3,,IM,
2022-06-07,6/7/2022 21:44:52,420.0,0.0,41.0,0.0,136.0,0.0,125.0,1,6,2022,7,722.0,Break,MS3,,IM,
2022-06-08,6/8/2022 21:58:13,720.0,0.0,29.0,0.0,90.0,0.0,10.0,2,6,2022,8,849.0,Break,MS3,,IM,
2022-06-09,6/9/2022 20:48:28,490.0,0.0,33.0,0.0,45.0,0.0,106.0,3,6,2022,9,674.0,Break,MS3,,IM,
2022-06-10,6/12/2022 20:37:35,500.0,0.0,79.0,0.0,0.0,0.0,77.0,4,6,2022,10,656.0,Break,MS3,,IM,
2022-06-11,6/12/2022 20:37:42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,2022,11,0.0,Break,MS3,,IM,
2022-06-12,6/12/2022 20:38:04,0.0,0.0,40.0,0.0,15.0,0.0,105.0,6,6,2022,12,160.0,Break,MS3,,IM,
2022-06-13,6/14/2022 22:00:58,795.0,0.0,35.0,0.0,0.0,0.0,0.0,0,6,2022,13,830.0,Break,MS3,,IM,
2022-06-14,6/14/2022 22:01:59,480.0,0.0,32.0,0.0,0.0,0.0,162.0,1,6,2022,14,674.0,Break,MS3,,IM,
2022-06-15,6/15/2022 21:52:25,480.0,0.0,90.0,0.0,0.0,0.0,90.0,2,6,2022,15,660.0,Break,MS3,,IM,
2022-06-16,6/16/2022 22:27:23,600.0,0.0,41.0,0.0,0.0,0.0,125.0,3,6,2022,16,766.0,Break,MS3,,IM,
2022-06-17,6/17/2022 18:04:15,420.0,0.0,64.0,0.0,0.0,0.0,107.0,4,6,2022,17,591.0,Break,MS3,,IM,
2022-06-18,6/19/2022 14:34:06,540.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,2022,18,540.0,Break,MS3,,IM,
2022-06-19,6/19/2022 21:05:37,0.0,0.0,40.0,0.0,117.0,0.0,137.0,6,6,2022,19,294.0,Break,MS3,,IM,
2022-06-20,6/20/2022 21:37:10,0.0,0.0,94.0,0.0,75.0,0.0,321.0,0,6,2022,20,490.0,Break,MS3,,IM,
2022-06-21,6/21/2022 22:16:07,600.0,0.0,85.0,0.0,0.0,0.0,99.0,1,6,2022,21,784.0,Break,MS3,,IM,
2022-06-22,6/22/2022 20:48:22,370.0,0.0,100.0,0.0,81.0,0.0,70.0,2,6,2022,22,621.0,Break,MS3,,IM,
2022-06-23,6/23/2022 21:06:32,165.0,0.0,76.0,0.0,20.0,0.0,121.0,3,6,2022,23,382.0,Break,MS3,,IM,
2022-06-24,6/27/2022 7:40:40,78.0,0.0,0.0,0.0,0.0,0.0,35.0,4,6,2022,24,113.0,Break,MS3,,IM,
2022-06-25,6/27/2022 7:40:47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,6,2022,25,0.0,Break,MS3,,IM,
2022-06-26,6/27/2022 7:41:06,0.0,0.0,20.0,0.0,10.0,0.0,100.0,6,6,2022,26,130.0,Break,MS3,,IM,
2022-06-27,6/27/2022 22:28:04,392.0,0.0,111.0,0.0,0.0,0.0,85.0,0,6,2022,27,588.0,Break,MS3,,D Rad,
2022-06-28,6/28/2022 21:54:40,425.0,0.0,100.0,0.0,56.0,0.0,30.0,1,6,2022,28,611.0,Break,MS3,,D Rad,
2022-06-29,6/29/2022 20:44:55,310.0,0.0,134.0,0.0,35.0,0.0,146.0,2,6,2022,29,625.0,Break,MS3,,D Rad,
2022-06-30,7/5/2022 6:52:59,305.0,0.0,74.0,0.0,0.0,0.0,100.0,3,6,2022,30,479.0,Break,MS3,,D Rad,
2022-07-01,7/5/2022 6:53:33,300.0,0.0,127.0,0.0,0.0,0.0,25.0,4,7,2022,1,452.0,Break,MS3,,D Rad,
2022-07-02,7/5/2022 6:53:44,0.0,0.0,0.0,0.0,30.0,0.0,0.0,5,7,2022,2,30.0,Break,MS3,,D Rad,
2022-07-03,7/5/2022 6:53:53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7,2022,3,0.0,Break,MS3,,D Rad,
2022-07-04,7/5/2022 6:54:04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,2022,4,0.0,Break,MS3,,D Rad,
2022-07-05,7/5/2022 21:33:24,343.0,0.0,143.0,0.0,90.0,0.0,30.0,1,7,2022,5,606.0,Break,MS3,,D Rad,
2022-07-06,7/7/2022 22:13:45,355.0,0.0,126.0,0.0,0.0,0.0,67.0,2,7,2022,6,548.0,Break,MS3,,D Rad,
2022-07-07,7/7/2022 22:14:33,160.0,0.0,151.0,0.0,236.0,0.0,37.0,3,7,2022,7,584.0,Break,MS3,,D Rad,
2022-07-08,7/11/2022 6:31:30,323.0,0.0,75.0,0.0,0.0,0.0,10.0,4,7,2022,8,408.0,Break,MS3,,D Rad,
2022-07-09,7/11/2022 6:31:43,0.0,0.0,60.0,0.0,0.0,0.0,0.0,5,7,2022,9,60.0,Break,MS3,,D Rad,
2022-07-10,7/11/2022 6:32:03,0.0,0.0,53.0,0.0,36.0,0.0,50.0,6,7,2022,10,139.0,Break,MS3,,D Rad,
2022-07-11,7/11/2022 21:17:24,309.0,0.0,124.0,0.0,71.0,0.0,29.0,0,7,2022,11,533.0,Break,MS3,,D Rad,
2022-07-12,7/13/2022 21:50:44,257.0,0.0,150.0,0.0,86.0,30.0,43.0,1,7,2022,12,566.0,Break,MS3,,D Rad,
2022-07-13,7/13/2022 21:51:26,354.0,0.0,127.0,0.0,101.0,0.0,31.0,2,7,2022,13,613.0,Break,MS3,,D Rad,
2022-07-14,7/14/2022 21:57:51,236.0,0.0,95.0,0.0,227.0,0.0,16.0,3,7,2022,14,574.0,Break,MS3,,D Rad,
2022-07-15,7/18/2022 7:49:22,188.0,0.0,95.0,0.0,147.0,0.0,15.0,4,7,2022,15,445.0,Break,MS3,,D Rad,
2022-07-16,7/18/2022 7:50:00,120.0,0.0,0.0,0.0,56.0,0.0,0.0,5,7,2022,16,176.0,Break,MS3,,D Rad,
2022-07-17,7/18/2022 7:50:21,0.0,0.0,0.0,0.0,90.0,0.0,0.0,6,7,2022,17,90.0,Break,MS3,,D Rad,
2022-07-18,7/18/2022 22:18:51,312.0,0.0,69.0,0.0,127.0,0.0,94.0,0,7,2022,18,602.0,Break,MS3,,D Rad,
2022-07-19,7/19/2022 22:23:50,200.0,0.0,72.0,0.0,123.0,0.0,130.0,1,7,2022,19,525.0,Break,MS3,,D Rad,
2022-07-20,7/20/2022 22:31:00,318.0,0.0,71.0,0.0,146.0,0.0,109.0,2,7,2022,20,644.0,Break,MS3,,D Rad,
2022-07-21,7/22/2022 12:57:20,255.0,0.0,71.0,240.0,65.0,0.0,67.0,3,7,2022,21,698.0,Break,MS3,,D Rad,
2022-07-22,7/25/2022 7:29:31,180.0,0.0,0.0,0.0,123.0,0.0,35.0,4,7,2022,22,338.0,Break,MS3,,D Rad,
2022-07-23,7/25/2022 7:30:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,2022,23,0.0,Break,MS3,,D Rad,
2022-07-24,7/25/2022 7:30:12,0.0,0.0,0.0,0.0,20.0,0.0,0.0,6,7,2022,24,20.0,Break,MS3,,D Rad,
2022-07-25,7/26/2022 11:30:07,0.0,0.0,71.0,0.0,305.0,0.0,98.0,0,7,2022,25,474.0,Break,MS3,,Break,
2022-07-26,7/26/2022 21:57:50,0.0,0.0,85.0,0.0,268.0,0.0,105.0,1,7,2022,26,458.0,Break,MS3,,Break,
2022-07-27,7/28/2022 22:33:23,0.0,0.0,75.0,0.0,216.0,0.0,216.0,2,7,2022,27,507.0,Break,MS3,,Break,
2022-07-28,7/28/2022 22:33:55,0.0,0.0,72.0,0.0,256.0,0.0,189.0,3,7,2022,28,517.0,Break,MS3,,Break,
2022-07-29,7/31/2022 18:51:25,0.0,0.0,0.0,0.0,199.0,0.0,102.0,4,7,2022,29,301.0,Break,MS3,,Break,
2022-07-30,7/31/2022 18:52:27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,7,2022,30,0.0,Break,MS3,,Break,
2022-07-31,7/31/2022 18:54:59,0.0,0.0,0.0,0.0,135.0,0.0,0.0,6,7,2022,31,135.0,Break,MS3,,Break,
2022-08-01,8/2/2022 21:38:54,0.0,0.0,90.0,0.0,90.0,41.0,186.0,0,8,2022,1,407.0,Break,MS3,,Break,
2022-08-02,8/2/2022 21:39:28,0.0,0.0,44.0,0.0,34.0,480.0,191.0,1,8,2022,2,749.0,Break,MS3,,Break,
2022-08-03,8/3/2022 21:40:42,0.0,0.0,26.0,0.0,0.0,360.0,267.0,2,8,2022,3,653.0,Break,MS3,,Break,
2022-08-04,8/4/2022 21:33:05,0.0,0.0,84.0,0.0,50.0,240.0,214.0,3,8,2022,4,588.0,Break,MS3,,Break,
2022-08-05,8/6/2022 7:44:26,0.0,0.0,54.0,0.0,206.0,0.0,241.0,4,8,2022,5,501.0,Break,MS3,,Break,
2022-08-06,8/7/2022 13:55:33,0.0,0.0,34.0,0.0,91.0,0.0,152.0,5,8,2022,6,277.0,Break,MS3,,Break,
2022-08-07,8/9/2022 17:30:07,0.0,0.0,11.0,0.0,75.0,50.0,185.0,6,8,2022,7,321.0,Break,MS3,,Break,
2022-08-08,8/9/2022 17:30:47,600.0,0.0,45.0,0.0,0.0,0.0,85.0,0,8,2022,8,730.0,Break,MS3,,,
2022-08-09,8/9/2022 22:06:41,630.0,0.0,20.0,0.0,30.0,0.0,98.0,1,8,2022,9,778.0,Break,MS3,,Intro Oto,
2022-08-10,8/10/2022 22:10:05,675.0,0.0,62.0,0.0,65.0,0.0,45.0,2,8,2022,10,847.0,Break,MS3,,Intro Oto,
2022-08-11,8/11/2022 22:42:24,630.0,0.0,25.0,0.0,0.0,0.0,108.0,3,8,2022,11,763.0,Break,MS3,,Intro Oto,
2022-08-12,8/12/2022 23:34:42,600.0,0.0,70.0,0.0,0.0,0.0,0.0,4,8,2022,12,670.0,Break,MS3,,Intro Oto,
2022-08-13,8/14/2022 20:58:52,0.0,0.0,0.0,0.0,186.0,0.0,15.0,5,8,2022,13,201.0,Break,MS3,,Intro Oto,
2022-08-14,8/14/2022 20:59:18,0.0,0.0,22.0,0.0,120.0,0.0,70.0,6,8,2022,14,212.0,Break,MS3,,Intro Oto,
2022-08-15,8/15/2022 22:00:39,585.0,0.0,60.0,0.0,26.0,0.0,90.0,0,8,2022,15,761.0,Break,MS3,,Intro Oto,
2022-08-16,8/16/2022 21:41:20,810.0,0.0,30.0,0.0,0.0,0.0,20.0,1,8,2022,16,860.0,Break,MS3,,Intro Oto,
2022-08-17,8/17/2022 21:58:25,570.0,0.0,20.0,0.0,0.0,0.0,103.0,2,8,2022,17,693.0,Break,MS3,,Intro Oto,
2022-08-18,8/18/2022 21:42:38,570.0,0.0,58.0,0.0,0.0,0.0,0.0,3,8,2022,18,628.0,Break,MS3,,Intro Oto,
2022-08-19,8/20/2022 16:03:40,600.0,0.0,0.0,0.0,0.0,15.0,20.0,4,8,2022,19,635.0,Break,MS3,,Intro Oto,
2022-08-20,8/22/2022 12:17:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,2022,20,0.0,Break,MS3,,Intro Oto,
2022-08-21,8/22/2022 12:18:03,0.0,0.0,20.0,0.0,150.0,10.0,50.0,6,8,2022,21,230.0,Break,MS3,,Intro Oto,
2022-08-22,8/22/2022 21:30:25,0.0,0.0,56.0,0.0,310.0,0.0,45.0,0,8,2022,22,411.0,Break,MS3,,,
2022-08-23,8/24/2022 21:38:21,390.0,0.0,30.0,0.0,0.0,60.0,0.0,1,8,2022,23,480.0,Break,MS3,,B a D,
2022-08-24,8/24/2022 21:37:45,240.0,0.0,0.0,0.0,125.0,0.0,45.0,2,8,2022,24,410.0,Break,MS3,,B a D,
2022-08-25,8/25/2022 21:21:38,285.0,0.0,28.0,0.0,147.0,0.0,46.0,3,8,2022,25,506.0,Break,MS3,,B a D,
2022-08-26,8/27/2022 10:02:16,150.0,0.0,0.0,0.0,161.0,111.0,93.0,4,8,2022,26,515.0,Break,MS3,,B a D,
2022-08-27,8/28/2022 21:36:56,0.0,0.0,0.0,0.0,55.0,0.0,0.0,5,8,2022,27,55.0,Break,MS3,,B a D,
2022-08-28,8/28/2022 21:37:18,0.0,0.0,0.0,0.0,60.0,0.0,163.0,6,8,2022,28,223.0,Break,MS3,,B a D,
2022-08-29,8/29/2022 21:23:33,210.0,0.0,110.0,0.0,35.0,0.0,185.0,0,8,2022,29,540.0,Break,MS3,,OBGYN,
2022-08-30,8/30/2022 21:53:59,570.0,0.0,104.0,0.0,0.0,0.0,146.0,1,8,2022,30,820.0,Break,MS3,,OBGYN,
2022-08-31,8/31/2022 21:28:45,240.0,0.0,105.0,0.0,0.0,0.0,208.0,2,8,2022,31,553.0,Break,MS3,,OBGYN,
2022-09-01,9/1/2022 21:47:30,210.0,0.0,87.0,0.0,95.0,0.0,244.0,3,9,2022,1,636.0,Break,MS3,,OBGYN,
2022-09-02,9/2/2022 20:38:00,275.0,0.0,55.0,0.0,75.0,0.0,117.0,4,9,2022,2,522.0,Break,MS3,,OBGYN,
2022-09-03,9/5/2022 14:33:01,0.0,0.0,41.0,0.0,43.0,0.0,181.0,5,9,2022,3,265.0,Break,MS3,,OBGYN,
2022-09-04,9/5/2022 14:33:37,0.0,0.0,24.0,0.0,0.0,0.0,261.0,6,9,2022,4,285.0,Break,MS3,,OBGYN,
2022-09-05,9/6/2022 21:45:27,0.0,0.0,0.0,0.0,96.0,0.0,190.0,0,9,2022,5,286.0,Break,MS3,,OBGYN,
2022-09-06,9/6/2022 21:46:05,690.0,0.0,0.0,0.0,0.0,0.0,173.0,1,9,2022,6,863.0,Break,MS3,,OBGYN,
2022-09-07,9/7/2022 21:29:11,615.0,0.0,60.0,0.0,0.0,0.0,120.0,2,9,2022,7,795.0,Break,MS3,,OBGYN,
2022-09-08,9/8/2022 21:33:12,720.0,0.0,101.0,0.0,0.0,0.0,15.0,3,9,2022,8,836.0,Break,MS3,,OBGYN,
2022-09-09,9/12/2022 9:41:48,0.0,0.0,0.0,0.0,15.0,0.0,45.0,4,9,2022,9,60.0,Break,MS3,,OBGYN,
2022-09-10,9/12/2022 9:41:55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,2022,10,0.0,Break,MS3,,OBGYN,
2022-09-11,9/12/2022 9:42:05,0.0,0.0,0.0,0.0,0.0,0.0,22.0,6,9,2022,11,22.0,Break,MS3,,OBGYN,
2022-09-12,9/13/2022 17:01:56,810.0,0.0,0.0,0.0,0.0,0.0,197.0,0,9,2022,12,1007.0,Break,MS3,,OBGYN,
2022-09-13,9/14/2022 16:00:51,810.0,0.0,0.0,0.0,0.0,0.0,70.0,1,9,2022,13,880.0,Break,MS3,,OBGYN,
2022-09-14,9/16/2022 15:41:51,945.0,0.0,0.0,0.0,0.0,0.0,56.0,2,9,2022,14,1001.0,Break,MS3,,OBGYN,
2022-09-15,9/16/2022 15:42:04,855.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,2022,15,855.0,Break,MS3,,OBGYN,
2022-09-16,9/17/2022 6:01:39,0.0,0.0,0.0,0.0,0.0,0.0,82.0,4,9,2022,16,82.0,Break,MS3,,OBGYN,
2022-09-17,9/17/2022 21:27:38,0.0,0.0,0.0,0.0,295.0,0.0,230.0,5,9,2022,17,525.0,Break,MS3,,OBGYN,
2022-09-18,9/18/2022 22:09:34,0.0,0.0,78.0,0.0,91.0,0.0,124.0,6,9,2022,18,293.0,Break,MS3,,OBGYN,
2022-09-19,9/19/2022 21:57:53,630.0,0.0,60.0,0.0,30.0,90.0,15.0,0,9,2022,19,825.0,Break,MS3,,OBGYN,
2022-09-20,9/20/2022 21:59:37,540.0,0.0,94.0,0.0,0.0,0.0,164.0,1,9,2022,20,798.0,Break,MS3,,OBGYN,
2022-09-21,9/21/2022 22:15:54,600.0,0.0,57.0,0.0,55.0,0.0,90.0,2,9,2022,21,802.0,Break,MS3,,OBGYN,
2022-09-22,9/22/2022 21:26:46,630.0,0.0,22.0,0.0,0.0,0.0,90.0,3,9,2022,22,742.0,Break,MS3,,OBGYN,
